site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2004,04,04, 12 09 14,1.912,3.063,1.271,2.672,1.407,2.911,0.043,0.060
