site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2016,05,21, 21 23 34,2.353,2.078,1.376,2.684,1.495,3.110,0.279,0.028
