site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2009,05,19, 16 36 08,1.659,3.097,1.520,2.797,1.256,2.394,0.093,0.045
