site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2011,06,06, 05 22 37,3.463,5.224,3.679,4.950,3.170,4.284,0.117,0.039
