site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2013,05,29, 16 58 06,3.381,4.442,2.725,4.061,2.839,4.143,0.022,0.010
