site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2014,05,16, 08 35 55,2.303,3.020,2.494,3.745,2.136,3.251,0.011,0.125
