site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2018,05,21, 19 16 05,2.537,3.590,2.401,3.713,2.163,3.274,0.152,0.050
