site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2008,05,02, 15 55 47,2.589,3.677,1.811,3.062,1.947,3.405,0.116,0.091
