site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2006,05,02, 15 50 13,3.219,4.387,2.613,3.833,2.695,3.942,0.015,0.011
