site,year,month,day,abc,SH1,SH2,Wz1,Wz2,THz1,THz2,ErrorW,ErrorTH
SUM,2015,05,23, 23 23 10,2.173,2.566,1.705,3.002,1.749,3.064,0.028,0.009
